date,transaction_id,stockcode,product,customer_id,price,quantity,category,brand,size,flavor,promo_flag,cost
2024-09-25,TXN000507,SKU041,Snacks 06,CUST0051,6.25,3,Snacks,B3,L,F2,False,3.75
2024-09-25,TXN000507,SKU009,Snacks 02,CUST0051,3.57,3,Snacks,B1,M,F2,False,2.14
2024-09-25,TXN000507,SKU000,Coffee 01,CUST0051,5.1,1,Coffee,B1,M,F1,False,3.06
2024-09-25,TXN000613,SKU000,Coffee 01,CUST0061,5.1,1,Coffee,B1,M,F1,False,3.06
2024-09-25,TXN000613,SKU004,Dairy 01,CUST0061,3.85,1,Dairy,B2,M,F1,False,2.31
2024-09-25,TXN000613,SKU003,Bakery 01,CUST0061,7.92,3,Bakery,B1,S,F4,False,4.75
2024-09-26,TXN000238,SKU042,Beverages 06,CUST0023,4.5,2,Beverages,B1,M,F3,False,2.7
2024-09-26,TXN000238,SKU001,Snacks 01,CUST0023,8.26,3,Snacks,B2,L,F2,False,4.96
2024-09-26,TXN000238,SKU014,Personal Care 02,CUST0023,7.0,2,Personal Care,B3,M,F3,False,4.2
2024-09-26,TXN000516,SKU047,Pet 06,CUST0051,8.27,3,Pet,B3,M,F4,False,4.96
2024-09-26,TXN000516,SKU001,Snacks 01,CUST0051,8.26,3,Snacks,B2,L,F2,False,4.96
2024-09-26,TXN000516,SKU005,Household 01,CUST0051,5.37,1,Household,B3,L,F2,False,3.22
2024-09-26,TXN000516,SKU018,Beverages 03,CUST0051,6.03,3,Beverages,B1,M,F3,False,3.62
2024-09-26,TXN000794,SKU055,Pet 07,CUST0081,7.53,1,Pet,B2,S,F4,False,4.52
2024-09-26,TXN000794,SKU038,Personal Care 05,CUST0081,8.94,2,Personal Care,B3,L,F3,False,5.36
2024-09-26,TXN000794,SKU015,Pet 02,CUST0081,14.75,3,Pet,B1,M,F4,False,8.85
2024-09-26,TXN000842,SKU007,Pet 01,CUST0084,12.11,1,Pet,B2,L,F4,False,7.27
2024-09-26,TXN000842,SKU015,Pet 02,CUST0084,14.75,1,Pet,B1,M,F4,False,8.85
2024-09-26,TXN000842,SKU021,Household 03,CUST0084,5.84,3,Household,B1,S,F2,False,3.5
2024-09-26,TXN000842,SKU036,Dairy 05,CUST0084,10.18,2,Dairy,B1,M,F1,False,6.11
2024-09-26,TXN000842,SKU027,Bakery 04,CUST0084,7.34,1,Bakery,B1,L,F4,False,4.4
2024-09-26,TXN000842,SKU006,Personal Care 01,CUST0084,6.63,1,Personal Care,B1,S,F3,False,3.98
2024-09-26,TXN001008,SKU008,Coffee 02,CUST0102,13.87,2,Coffee,B3,M,F1,False,8.32
2024-09-26,TXN001008,SKU012,Dairy 02,CUST0102,2.47,1,Dairy,B1,S,F1,False,1.48
2024-09-26,TXN001008,SKU001,Snacks 01,CUST0102,8.26,3,Snacks,B2,L,F2,False,4.96
2024-09-26,TXN001008,SKU007,Pet 01,CUST0102,12.11,2,Pet,B2,L,F4,False,7.27
2024-09-26,TXN001065,SKU033,Snacks 05,CUST0108,6.13,1,Snacks,B1,S,F2,False,3.68
2024-09-26,TXN001065,SKU013,Household 02,CUST0108,5.73,2,Household,B2,M,F2,False,3.44
2024-09-26,TXN001065,SKU008,Coffee 02,CUST0108,13.87,3,Coffee,B3,M,F1,False,8.32
2024-09-26,TXN001065,SKU005,Household 01,CUST0108,5.37,2,Household,B3,L,F2,False,3.22
2024-09-26,TXN001070,SKU019,Bakery 03,CUST0108,6.44,3,Bakery,B2,L,F4,False,3.86
2024-09-26,TXN001070,SKU012,Dairy 02,CUST0108,2.47,3,Dairy,B1,S,F1,False,1.48
2024-09-26,TXN001070,SKU004,Dairy 01,CUST0108,3.85,2,Dairy,B2,M,F1,False,2.31
2024-09-26,TXN001070,SKU001,Snacks 01,CUST0108,8.26,2,Snacks,B2,L,F2,False,4.96
2024-09-26,TXN001112,SKU008,Coffee 02,CUST0114,13.87,1,Coffee,B3,M,F1,False,8.32
2024-09-26,TXN001112,SKU012,Dairy 02,CUST0114,2.47,1,Dairy,B1,S,F1,False,1.48
2024-09-26,TXN001112,SKU001,Snacks 01,CUST0114,8.26,3,Snacks,B2,L,F2,False,4.96
2024-09-26,TXN001124,SKU000,Coffee 01,CUST0114,5.1,1,Coffee,B1,M,F1,False,3.06
2024-09-26,TXN001124,SKU004,Dairy 01,CUST0114,3.85,1,Dairy,B2,M,F1,False,2.31
2024-09-26,TXN001124,SKU030,Personal Care 04,CUST0114,10.58,2,Personal Care,B1,M,F3,False,6.35
2024-09-26,TXN001124,SKU024,Coffee 04,CUST0114,6.91,3,Coffee,B1,S,F1,False,4.15
2024-09-27,TXN000115,SKU006,Personal Care 01,CUST0009,6.63,3,Personal Care,B1,S,F3,False,3.98
2024-09-27,TXN000115,SKU000,Coffee 01,CUST0009,5.1,3,Coffee,B1,M,F1,False,3.06
2024-09-27,TXN000115,SKU056,Coffee 08,CUST0009,4.14,2,Coffee,B3,L,F1,False,2.48
2024-09-27,TXN000115,SKU026,Beverages 04,CUST0009,4.0,2,Beverages,B3,M,F3,False,2.4
2024-09-27,TXN000187,SKU022,Personal Care 03,CUST0018,6.25,1,Personal Care,B2,M,F3,False,3.75
2024-09-27,TXN000187,SKU018,Beverages 03,CUST0018,6.03,3,Beverages,B1,M,F3,False,3.62
2024-09-27,TXN000202,SKU000,Coffee 01,CUST0020,5.1,3,Coffee,B1,M,F1,False,3.06
2024-09-27,TXN000202,SKU045,Household 06,CUST0020,4.68,1,Household,B1,M,F2,False,2.81
2024-09-27,TXN000202,SKU003,Bakery 01,CUST0020,7.92,2,Bakery,B1,S,F4,False,4.75
2024-09-27,TXN000277,SKU001,Snacks 01,CUST0027,8.26,1,Snacks,B2,L,F2,False,4.96
2024-09-27,TXN000277,SKU032,Coffee 05,CUST0027,10.67,3,Coffee,B3,S,F1,False,6.4
2024-09-27,TXN000281,SKU000,Coffee 01,CUST0027,5.1,3,Coffee,B1,M,F1,False,3.06
2024-09-27,TXN000281,SKU002,Beverages 01,CUST0027,5.73,1,Beverages,B3,M,F3,False,3.44
2024-09-27,TXN000281,SKU001,Snacks 01,CUST0027,8.26,3,Snacks,B2,L,F2,False,4.96
2024-09-27,TXN000281,SKU020,Dairy 03,CUST0027,17.08,1,Dairy,B3,S,F1,False,10.25
2024-09-27,TXN000281,SKU005,Household 01,CUST0027,5.37,1,Household,B3,L,F2,False,3.22
2024-09-27,TXN000281,SKU040,Coffee 06,CUST0027,2.41,2,Coffee,B2,S,F1,False,1.45
2024-09-27,TXN000434,SKU007,Pet 01,CUST0042,12.11,3,Pet,B2,L,F4,False,7.27
2024-09-27,TXN000434,SKU036,Dairy 05,CUST0042,10.18,1,Dairy,B1,M,F1,False,6.11
2024-09-27,TXN000673,SKU001,Snacks 01,CUST0068,8.26,3,Snacks,B2,L,F2,False,4.96
2024-09-27,TXN000673,SKU006,Personal Care 01,CUST0068,6.63,3,Personal Care,B1,S,F3,False,3.98
2024-09-27,TXN000673,SKU000,Coffee 01,CUST0068,5.1,1,Coffee,B1,M,F1,False,3.06
2024-09-27,TXN000673,SKU015,Pet 02,CUST0068,14.75,2,Pet,B1,M,F4,False,8.85
2024-09-27,TXN000673,SKU007,Pet 01,CUST0068,12.11,3,Pet,B2,L,F4,False,7.27
2024-09-27,TXN000673,SKU016,Coffee 03,CUST0068,10.8,3,Coffee,B2,L,F1,False,6.48
2024-09-28,TXN000191,SKU010,Beverages 02,CUST0018,4.77,1,Beverages,B2,M,F3,False,2.86
2024-09-28,TXN000191,SKU025,Snacks 04,CUST0018,6.63,3,Snacks,B2,M,F2,False,3.98
2024-09-28,TXN000191,SKU020,Dairy 03,CUST0018,17.08,2,Dairy,B3,S,F1,False,10.25
2024-09-28,TXN000191,SKU042,Beverages 06,CUST0018,4.5,3,Beverages,B1,M,F3,False,2.7
2024-09-28,TXN000191,SKU005,Household 01,CUST0018,5.37,2,Household,B3,L,F2,False,3.22
2024-09-28,TXN000191,SKU011,Bakery 02,CUST0018,10.55,2,Bakery,B3,S,F4,False,6.33
2024-09-28,TXN000406,SKU004,Dairy 01,CUST0039,3.85,1,Dairy,B2,M,F1,False,2.31
2024-09-28,TXN000406,SKU048,Coffee 07,CUST0039,9.69,2,Coffee,B1,M,F1,False,5.81
2024-09-28,TXN000406,SKU001,Snacks 01,CUST0039,8.26,2,Snacks,B2,L,F2,False,4.96
2024-09-28,TXN000406,SKU033,Snacks 05,CUST0039,6.13,2,Snacks,B1,S,F2,False,3.68
2024-09-28,TXN000406,SKU041,Snacks 06,CUST0039,6.25,1,Snacks,B3,L,F2,False,3.75
2024-09-28,TXN000584,SKU002,Beverages 01,CUST0057,5.73,1,Beverages,B3,M,F3,False,3.44
2024-09-28,TXN000584,SKU009,Snacks 02,CUST0057,3.57,2,Snacks,B1,M,F2,False,2.14
2024-09-28,TXN000584,SKU017,Snacks 03,CUST0057,6.17,1,Snacks,B3,M,F2,False,3.7
2024-09-28,TXN000660,SKU002,Beverages 01,CUST0066,5.73,3,Beverages,B3,M,F3,False,3.44
2024-09-28,TXN000660,SKU001,Snacks 01,CUST0066,8.26,3,Snacks,B2,L,F2,False,4.96
2024-09-28,TXN000660,SKU000,Coffee 01,CUST0066,5.1,1,Coffee,B1,M,F1,False,3.06
2024-09-28,TXN000660,SKU039,Pet 05,CUST0066,2.04,1,Pet,B1,S,F4,True,1.22
2024-09-29,TXN000543,SKU031,Pet 04,CUST0054,7.29,2,Pet,B2,S,F4,False,4.37
2024-09-29,TXN000543,SKU001,Snacks 01,CUST0054,8.26,1,Snacks,B2,L,F2,False,4.96
2024-09-29,TXN000543,SKU000,Coffee 01,CUST0054,5.1,1,Coffee,B1,M,F1,False,3.06
2024-09-29,TXN000543,SKU052,Dairy 07,CUST0054,9.84,3,Dairy,B2,S,F1,False,5.9
2024-09-29,TXN000543,SKU032,Coffee 05,CUST0054,10.67,3,Coffee,B3,S,F1,False,6.4
2024-09-29,TXN001011,SKU005,Household 01,CUST0102,5.37,3,Household,B3,L,F2,False,3.22
2024-09-29,TXN001011,SKU042,Beverages 06,CUST0102,4.5,1,Beverages,B1,M,F3,False,2.7
2024-09-29,TXN001011,SKU057,Snacks 08,CUST0102,8.52,2,Snacks,B1,M,F2,False,5.11
2024-09-29,TXN001011,SKU002,Beverages 01,CUST0102,5.73,2,Beverages,B3,M,F3,False,3.44
2024-09-29,TXN001011,SKU000,Coffee 01,CUST0102,5.1,2,Coffee,B1,M,F1,False,3.06
2024-09-29,TXN001011,SKU001,Snacks 01,CUST0102,8.26,3,Snacks,B2,L,F2,False,4.96
2024-09-30,TXN000308,SKU001,Snacks 01,CUST0030,8.26,2,Snacks,B2,L,F2,False,4.96
2024-09-30,TXN000308,SKU006,Personal Care 01,CUST0030,6.63,3,Personal Care,B1,S,F3,False,3.98
2024-09-30,TXN000916,SKU054,Personal Care 07,CUST0091,7.07,3,Personal Care,B1,M,F3,False,4.24
2024-09-30,TXN000916,SKU036,Dairy 05,CUST0091,10.18,2,Dairy,B1,M,F1,False,6.11
2024-09-30,TXN000916,SKU000,Coffee 01,CUST0091,5.1,3,Coffee,B1,M,F1,False,3.06
2024-09-30,TXN000916,SKU042,Beverages 06,CUST0091,4.5,3,Beverages,B1,M,F3,False,2.7
2024-09-30,TXN000916,SKU003,Bakery 01,CUST0091,7.92,3,Bakery,B1,S,F4,False,4.75
2024-09-30,TXN000916,SKU011,Bakery 02,CUST0091,10.55,2,Bakery,B3,S,F4,False,6.33
2024-10-01,TXN000032,SKU011,Bakery 02,CUST0003,10.55,3,Bakery,B3,S,F4,False,6.33
2024-10-01,TXN000032,SKU021,Household 03,CUST0003,5.84,3,Household,B1,S,F2,False,3.5
2024-10-01,TXN000032,SKU000,Coffee 01,CUST0003,5.1,2,Coffee,B1,M,F1,False,3.06
2024-10-01,TXN000188,SKU001,Snacks 01,CUST0018,8.26,2,Snacks,B2,L,F2,False,4.96
2024-10-01,TXN000188,SKU002,Beverages 01,CUST0018,5.73,1,Beverages,B3,M,F3,False,3.44
2024-10-01,TXN000188,SKU000,Coffee 01,CUST0018,5.1,2,Coffee,B1,M,F1,False,3.06
2024-10-01,TXN000246,SKU022,Personal Care 03,CUST0024,6.25,3,Personal Care,B2,M,F3,False,3.75
2024-10-01,TXN000246,SKU010,Beverages 02,CUST0024,4.77,3,Beverages,B2,M,F3,False,2.86
2024-10-01,TXN000246,SKU042,Beverages 06,CUST0024,4.5,3,Beverages,B1,M,F3,False,2.7
2024-10-01,TXN000341,SKU001,Snacks 01,CUST0033,8.26,2,Snacks,B2,L,F2,False,4.96
2024-10-01,TXN000341,SKU013,Household 02,CUST0033,5.73,3,Household,B2,M,F2,False,3.44
2024-10-01,TXN000341,SKU000,Coffee 01,CUST0033,5.1,3,Coffee,B1,M,F1,False,3.06
2024-10-01,TXN000733,SKU000,Coffee 01,CUST0075,5.1,1,Coffee,B1,M,F1,False,3.06
2024-10-01,TXN000733,SKU015,Pet 02,CUST0075,14.75,2,Pet,B1,M,F4,False,8.85
2024-10-01,TXN000733,SKU004,Dairy 01,CUST0075,3.85,1,Dairy,B2,M,F1,False,2.31
2024-10-01,TXN000733,SKU029,Household 04,CUST0075,14.03,1,Household,B3,M,F2,False,8.42
2024-10-01,TXN000733,SKU024,Coffee 04,CUST0075,6.91,1,Coffee,B1,S,F1,False,4.15
2024-10-01,TXN000809,SKU006,Personal Care 01,CUST0081,6.63,1,Personal Care,B1,S,F3,False,3.98
2024-10-01,TXN000809,SKU000,Coffee 01,CUST0081,5.1,3,Coffee,B1,M,F1,False,3.06
2024-10-01,TXN000809,SKU008,Coffee 02,CUST0081,13.87,2,Coffee,B3,M,F1,False,8.32
2024-10-01,TXN000809,SKU007,Pet 01,CUST0081,12.11,3,Pet,B2,L,F4,False,7.27
2024-10-01,TXN000809,SKU021,Household 03,CUST0081,5.84,1,Household,B1,S,F2,False,3.5
2024-10-01,TXN001020,SKU027,Bakery 04,CUST0103,7.34,3,Bakery,B1,L,F4,False,4.4
2024-10-01,TXN001020,SKU057,Snacks 08,CUST0103,8.52,1,Snacks,B1,M,F2,False,5.11
2024-10-01,TXN001020,SKU008,Coffee 02,CUST0103,13.87,3,Coffee,B3,M,F1,False,8.32
2024-10-02,TXN000303,SKU010,Beverages 02,CUST0030,4.77,3,Beverages,B2,M,F3,False,2.86
2024-10-02,TXN000303,SKU025,Snacks 04,CUST0030,6.63,2,Snacks,B2,M,F2,False,3.98
2024-10-02,TXN000366,SKU022,Personal Care 03,CUST0036,6.25,1,Personal Care,B2,M,F3,False,3.75
2024-10-02,TXN000366,SKU009,Snacks 02,CUST0036,3.57,3,Snacks,B1,M,F2,False,2.14
2024-10-02,TXN000366,SKU005,Household 01,CUST0036,5.37,1,Household,B3,L,F2,False,3.22
2024-10-02,TXN000366,SKU000,Coffee 01,CUST0036,5.1,2,Coffee,B1,M,F1,False,3.06
2024-10-02,TXN000705,SKU008,Coffee 02,CUST0072,13.87,2,Coffee,B3,M,F1,False,8.32
2024-10-02,TXN000705,SKU012,Dairy 02,CUST0072,2.47,2,Dairy,B1,S,F1,False,1.48
2024-10-02,TXN000705,SKU001,Snacks 01,CUST0072,8.26,1,Snacks,B2,L,F2,False,4.96
2024-10-02,TXN000705,SKU041,Snacks 06,CUST0072,6.25,2,Snacks,B3,L,F2,False,3.75
2024-10-02,TXN000705,SKU000,Coffee 01,CUST0072,5.1,1,Coffee,B1,M,F1,False,3.06
2024-10-02,TXN001102,SKU024,Coffee 04,CUST0112,6.91,2,Coffee,B1,S,F1,False,4.15
2024-10-02,TXN001102,SKU019,Bakery 03,CUST0112,6.44,3,Bakery,B2,L,F4,False,3.86
2024-10-02,TXN001102,SKU028,Dairy 04,CUST0112,5.79,2,Dairy,B2,M,F1,False,3.47
2024-10-03,TXN000017,SKU038,Personal Care 05,CUST0000,8.94,1,Personal Care,B3,L,F3,False,5.36
2024-10-03,TXN000017,SKU000,Coffee 01,CUST0000,5.1,1,Coffee,B1,M,F1,False,3.06
2024-10-03,TXN000017,SKU007,Pet 01,CUST0000,12.11,1,Pet,B2,L,F4,False,7.27
2024-10-03,TXN000071,SKU010,Beverages 02,CUST0006,4.77,1,Beverages,B2,M,F3,False,2.86
2024-10-03,TXN000071,SKU025,Snacks 04,CUST0006,6.63,1,Snacks,B2,M,F2,False,3.98
2024-10-03,TXN000148,SKU024,Coffee 04,CUST0012,6.91,3,Coffee,B1,S,F1,False,4.15
2024-10-03,TXN000148,SKU019,Bakery 03,CUST0012,6.44,2,Bakery,B2,L,F4,False,3.86
2024-10-03,TXN000148,SKU028,Dairy 04,CUST0012,5.79,1,Dairy,B2,M,F1,False,3.47
2024-10-03,TXN000148,SKU004,Dairy 01,CUST0012,3.85,2,Dairy,B2,M,F1,False,2.31
2024-10-03,TXN000148,SKU044,Dairy 06,CUST0012,25.4,1,Dairy,B3,M,F1,False,15.24
2024-10-03,TXN000170,SKU003,Bakery 01,CUST0015,7.92,1,Bakery,B1,S,F4,False,4.75
2024-10-03,TXN000170,SKU004,Dairy 01,CUST0015,3.85,1,Dairy,B2,M,F1,False,2.31
2024-10-03,TXN000170,SKU000,Coffee 01,CUST0015,5.1,3,Coffee,B1,M,F1,False,3.06
2024-10-03,TXN000170,SKU051,Bakery 07,CUST0015,10.87,3,Bakery,B1,M,F4,False,6.52
2024-10-03,TXN000170,SKU001,Snacks 01,CUST0015,8.26,1,Snacks,B2,L,F2,False,4.96
2024-10-03,TXN000170,SKU050,Beverages 07,CUST0015,6.6,3,Beverages,B3,M,F3,False,3.96
2024-10-03,TXN000517,SKU054,Personal Care 07,CUST0051,7.07,3,Personal Care,B1,M,F3,False,4.24
2024-10-03,TXN000517,SKU018,Beverages 03,CUST0051,6.03,2,Beverages,B1,M,F3,False,3.62
2024-10-03,TXN000517,SKU000,Coffee 01,CUST0051,5.1,2,Coffee,B1,M,F1,False,3.06
2024-10-03,TXN000517,SKU004,Dairy 01,CUST0051,3.85,1,Dairy,B2,M,F1,False,2.31
2024-10-03,TXN000544,SKU001,Snacks 01,CUST0054,8.26,2,Snacks,B2,L,F2,False,4.96
2024-10-03,TXN000544,SKU000,Coffee 01,CUST0054,5.1,2,Coffee,B1,M,F1,False,3.06
2024-10-03,TXN000544,SKU007,Pet 01,CUST0054,12.11,1,Pet,B2,L,F4,False,7.27
2024-10-03,TXN000544,SKU004,Dairy 01,CUST0054,3.85,1,Dairy,B2,M,F1,False,2.31
2024-10-03,TXN000545,SKU039,Pet 05,CUST0054,2.04,3,Pet,B1,S,F4,True,1.22
2024-10-03,TXN000545,SKU000,Coffee 01,CUST0054,5.1,2,Coffee,B1,M,F1,False,3.06
2024-10-03,TXN000545,SKU010,Beverages 02,CUST0054,4.77,1,Beverages,B2,M,F3,False,2.86
2024-10-03,TXN000545,SKU030,Personal Care 04,CUST0054,10.58,1,Personal Care,B1,M,F3,False,6.35
2024-10-03,TXN000545,SKU002,Beverages 01,CUST0054,5.73,1,Beverages,B3,M,F3,False,3.44
2024-10-03,TXN000575,SKU001,Snacks 01,CUST0057,8.26,1,Snacks,B2,L,F2,False,4.96
2024-10-03,TXN000575,SKU000,Coffee 01,CUST0057,5.1,3,Coffee,B1,M,F1,False,3.06
2024-10-03,TXN000575,SKU004,Dairy 01,CUST0057,3.85,3,Dairy,B2,M,F1,False,2.31
2024-10-03,TXN000575,SKU002,Beverages 01,CUST0057,5.73,3,Beverages,B3,M,F3,False,3.44
2024-10-03,TXN001129,SKU000,Coffee 01,CUST0115,5.1,2,Coffee,B1,M,F1,False,3.06
2024-10-03,TXN001129,SKU001,Snacks 01,CUST0115,8.26,3,Snacks,B2,L,F2,False,4.96
2024-10-03,TXN001129,SKU053,Household 07,CUST0115,4.18,3,Household,B3,M,F2,False,2.51
2024-10-03,TXN001129,SKU019,Bakery 03,CUST0115,6.44,3,Bakery,B2,L,F4,False,3.86
2024-10-03,TXN001157,SKU011,Bakery 02,CUST0119,10.55,1,Bakery,B3,S,F4,False,6.33
2024-10-03,TXN001157,SKU020,Dairy 03,CUST0119,17.08,1,Dairy,B3,S,F1,False,10.25
2024-10-03,TXN001157,SKU016,Coffee 03,CUST0119,10.8,1,Coffee,B2,L,F1,False,6.48
2024-10-03,TXN001157,SKU035,Bakery 05,CUST0119,7.37,1,Bakery,B3,S,F4,False,4.42
2024-10-04,TXN000069,SKU005,Household 01,CUST0006,5.37,3,Household,B3,L,F2,False,3.22
2024-10-04,TXN000069,SKU006,Personal Care 01,CUST0006,6.63,2,Personal Care,B1,S,F3,False,3.98
2024-10-04,TXN000145,SKU007,Pet 01,CUST0012,12.11,3,Pet,B2,L,F4,False,7.27
2024-10-04,TXN000145,SKU002,Beverages 01,CUST0012,5.73,1,Beverages,B3,M,F3,False,3.44
2024-10-04,TXN000145,SKU001,Snacks 01,CUST0012,8.26,2,Snacks,B2,L,F2,False,4.96
2024-10-04,TXN000527,SKU003,Bakery 01,CUST0052,7.92,3,Bakery,B1,S,F4,False,4.75
2024-10-04,TXN000527,SKU002,Beverages 01,CUST0052,5.73,1,Beverages,B3,M,F3,False,3.44
2024-10-04,TXN000527,SKU051,Bakery 07,CUST0052,10.87,1,Bakery,B1,M,F4,False,6.52
2024-10-04,TXN000527,SKU000,Coffee 01,CUST0052,5.1,3,Coffee,B1,M,F1,False,3.06
2024-10-04,TXN000527,SKU012,Dairy 02,CUST0052,2.47,3,Dairy,B1,S,F1,False,1.48
2024-10-04,TXN000527,SKU057,Snacks 08,CUST0052,8.52,1,Snacks,B1,M,F2,False,5.11
2024-10-04,TXN000686,SKU011,Bakery 02,CUST0069,10.55,1,Bakery,B3,S,F4,False,6.33
2024-10-04,TXN000686,SKU020,Dairy 03,CUST0069,17.08,1,Dairy,B3,S,F1,False,10.25
2024-10-04,TXN000686,SKU016,Coffee 03,CUST0069,10.8,1,Coffee,B2,L,F1,False,6.48
2024-10-04,TXN000883,SKU000,Coffee 01,CUST0088,5.1,3,Coffee,B1,M,F1,False,3.06
2024-10-04,TXN000883,SKU029,Household 04,CUST0088,14.03,2,Household,B3,M,F2,False,8.42
2024-10-04,TXN000924,SKU046,Personal Care 06,CUST0093,5.24,1,Personal Care,B2,S,F3,False,3.14
2024-10-04,TXN000924,SKU012,Dairy 02,CUST0093,2.47,2,Dairy,B1,S,F1,False,1.48
2024-10-04,TXN000924,SKU031,Pet 04,CUST0093,7.29,3,Pet,B2,S,F4,False,4.37
2024-10-04,TXN000967,SKU000,Coffee 01,CUST0097,5.1,3,Coffee,B1,M,F1,False,3.06
2024-10-04,TXN000967,SKU006,Personal Care 01,CUST0097,6.63,3,Personal Care,B1,S,F3,False,3.98
2024-10-04,TXN000967,SKU023,Pet 03,CUST0097,8.97,1,Pet,B3,S,F4,False,5.38
2024-10-04,TXN000967,SKU013,Household 02,CUST0097,5.73,2,Household,B2,M,F2,False,3.44
2024-10-04,TXN001001,SKU006,Personal Care 01,CUST0102,6.63,2,Personal Care,B1,S,F3,False,3.98
2024-10-04,TXN001001,SKU014,Personal Care 02,CUST0102,7.0,3,Personal Care,B3,M,F3,False,4.2
2024-10-04,TXN001001,SKU004,Dairy 01,CUST0102,3.85,3,Dairy,B2,M,F1,False,2.31
2024-10-04,TXN001001,SKU011,Bakery 02,CUST0102,10.55,3,Bakery,B3,S,F4,False,6.33
2024-10-04,TXN001001,SKU002,Beverages 01,CUST0102,5.73,2,Beverages,B3,M,F3,False,3.44
2024-10-05,TXN000013,SKU005,Household 01,CUST0000,5.37,1,Household,B3,L,F2,False,3.22
2024-10-05,TXN000013,SKU013,Household 02,CUST0000,5.73,2,Household,B2,M,F2,False,3.44
2024-10-05,TXN000013,SKU030,Personal Care 04,CUST0000,10.58,1,Personal Care,B1,M,F3,False,6.35
2024-10-05,TXN000013,SKU019,Bakery 03,CUST0000,6.44,2,Bakery,B2,L,F4,False,3.86
2024-10-05,TXN000013,SKU015,Pet 02,CUST0000,14.75,1,Pet,B1,M,F4,False,8.85
2024-10-05,TXN000013,SKU003,Bakery 01,CUST0000,7.92,2,Bakery,B1,S,F4,False,4.75
2024-10-05,TXN000087,SKU010,Beverages 02,CUST0007,4.77,2,Beverages,B2,M,F3,False,2.86
2024-10-05,TXN000087,SKU025,Snacks 04,CUST0007,6.63,1,Snacks,B2,M,F2,False,3.98
2024-10-05,TXN000087,SKU000,Coffee 01,CUST0007,5.1,3,Coffee,B1,M,F1,False,3.06
2024-10-05,TXN000087,SKU002,Beverages 01,CUST0007,5.73,1,Beverages,B3,M,F3,False,3.44
2024-10-05,TXN000087,SKU014,Personal Care 02,CUST0007,7.0,2,Personal Care,B3,M,F3,False,4.2
2024-10-05,TXN000409,SKU038,Personal Care 05,CUST0039,8.94,3,Personal Care,B3,L,F3,False,5.36
2024-10-05,TXN000409,SKU033,Snacks 05,CUST0039,6.13,2,Snacks,B1,S,F2,False,3.68
2024-10-05,TXN000409,SKU024,Coffee 04,CUST0039,6.91,3,Coffee,B1,S,F1,False,4.15
2024-10-05,TXN000409,SKU005,Household 01,CUST0039,5.37,1,Household,B3,L,F2,False,3.22
2024-10-05,TXN000409,SKU001,Snacks 01,CUST0039,8.26,2,Snacks,B2,L,F2,False,4.96
2024-10-05,TXN000409,SKU000,Coffee 01,CUST0039,5.1,2,Coffee,B1,M,F1,False,3.06
2024-10-05,TXN000446,SKU001,Snacks 01,CUST0045,8.26,3,Snacks,B2,L,F2,False,4.96
2024-10-05,TXN000446,SKU033,Snacks 05,CUST0045,6.13,1,Snacks,B1,S,F2,False,3.68
2024-10-05,TXN000641,SKU000,Coffee 01,CUST0064,5.1,3,Coffee,B1,M,F1,False,3.06
2024-10-05,TXN000641,SKU046,Personal Care 06,CUST0064,5.24,1,Personal Care,B2,S,F3,False,3.14
2024-10-05,TXN000923,SKU003,Bakery 01,CUST0093,7.92,3,Bakery,B1,S,F4,False,4.75
2024-10-05,TXN000923,SKU036,Dairy 05,CUST0093,10.18,2,Dairy,B1,M,F1,False,6.11
2024-10-05,TXN000923,SKU042,Beverages 06,CUST0093,4.5,3,Beverages,B1,M,F3,False,2.7
2024-10-05,TXN000923,SKU052,Dairy 07,CUST0093,9.84,3,Dairy,B2,S,F1,False,5.9
2024-10-06,TXN000104,SKU035,Bakery 05,CUST0009,7.37,2,Bakery,B3,S,F4,False,4.42
2024-10-06,TXN000104,SKU003,Bakery 01,CUST0009,7.92,2,Bakery,B1,S,F4,False,4.75
2024-10-06,TXN000104,SKU001,Snacks 01,CUST0009,8.26,2,Snacks,B2,L,F2,False,4.96
2024-10-06,TXN000149,SKU000,Coffee 01,CUST0013,5.1,1,Coffee,B1,M,F1,False,3.06
2024-10-06,TXN000149,SKU002,Beverages 01,CUST0013,5.73,2,Beverages,B3,M,F3,False,3.44
2024-10-06,TXN000565,SKU003,Bakery 01,CUST0057,7.92,1,Bakery,B1,S,F4,False,4.75
2024-10-06,TXN000565,SKU000,Coffee 01,CUST0057,5.1,1,Coffee,B1,M,F1,False,3.06
2024-10-06,TXN000565,SKU021,Household 03,CUST0057,5.84,1,Household,B1,S,F2,False,3.5
2024-10-06,TXN000565,SKU039,Pet 05,CUST0057,2.92,3,Pet,B1,S,F4,False,1.75
2024-10-06,TXN000565,SKU008,Coffee 02,CUST0057,13.87,2,Coffee,B3,M,F1,False,8.32
2024-10-06,TXN000663,SKU000,Coffee 01,CUST0066,5.1,1,Coffee,B1,M,F1,False,3.06
2024-10-06,TXN000663,SKU008,Coffee 02,CUST0066,13.87,1,Coffee,B3,M,F1,False,8.32
2024-10-06,TXN000663,SKU003,Bakery 01,CUST0066,7.92,1,Bakery,B1,S,F4,False,4.75
2024-10-06,TXN000663,SKU020,Dairy 03,CUST0066,17.08,2,Dairy,B3,S,F1,False,10.25
